satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.88,,five,244.0,2+,no,no,no,technical,low
0.31,0.42,four,108.0,4+,no,no,no,technical,low
0.83,0.49,four,218.0,2+,no,no,no,technical,low
0.94,0.52,five,133.0,3+,no,no,no,support,low
0.65,0.79,five,233.0,3+,no,no,no,support,low
0.6,0.6,four,147.0,3+,no,no,no,support,low
0.52,0.43,three,176.0,3+,no,no,no,support,low
0.66,0.89,four,169.0,4+,no,no,no,support,low
0.87,0.87,,144.0,3+,no,no,no,support,low
0.2,0.99,five,151.0,3+,yes,no,no,support,low
0.63,0.91,four,252.0,3+,yes,no,no,support,medium
0.69,0.98,four,180.0,3+,no,no,no,support,medium
0.48,0.61,three,251.0,3+,no,no,no,support,medium
0.8,0.8,four,263.0,4+,no,no,no,support,medium
0.89,0.74,five,260.0,6+,no,no,no,technical,medium
0.67,0.63,three,227.0,3+,no,no,no,technical,medium
0.37,0.86,six,260.0,3+,no,no,no,technical,medium
0.93,0.61,five,158.0,3+,no,no,no,management,medium
0.69,0.52,three,186.0,3+,no,no,no,IT,medium
0.16,0.61,four,171.0,6+,no,no,no,IT,medium
0.81,0.55,three,199.0,2+,yes,no,no,IT,medium
0.97,0.63,five,258.0,2+,no,no,no,IT,medium
0.77,0.59,four,273.0,2+,no,no,no,IT,high
0.75,0.78,two,259.0,3+,no,no,no,product_mng,low
0.88,0.82,three,265.0,3+,no,no,no,product_mng,medium
0.43,0.51,five,168.0,4+,no,no,no,product_mng,medium
0.99,0.99,four,163.0,4+,no,no,no,product_mng,medium
0.59,0.65,five,265.0,3+,no,no,no,IT,medium
0.89,0.71,four,190.0,3+,no,no,no,RandD,low
0.54,0.73,three,157.0,3+,no,no,no,RandD,low
0.32,0.86,four,266.0,4+,no,no,no,RandD,low
0.17,0.55,six,240.0,6+,no,no,no,RandD,low
0.78,0.55,three,143.0,3+,no,no,no,RandD,low
0.73,0.68,three,121.0,5+,no,no,no,RandD,low
0.65,0.76,two,170.0,5+,no,no,no,IT,low
0.8,0.71,four,161.0,4+,no,no,no,IT,low
0.61,0.86,three,239.0,3+,no,no,no,IT,low
0.67,0.49,three,224.0,3+,no,no,no,IT,low
0.63,0.57,three,242.0,3+,no,no,no,product_mng,low
0.51,0.58,four,140.0,2+,yes,no,no,product_mng,low
0.82,0.59,five,170.0,3+,no,no,no,product_mng,low
0.79,0.67,five,156.0,2+,no,no,no,product_mng,low
0.49,0.6,two,113.0,5+,no,no,no,IT,low
0.7,0.59,three,138.0,3+,no,no,no,RandD,low
0.13,0.5,three,137.0,5+,no,no,no,RandD,low
0.83,0.52,five,217.0,3+,no,no,no,RandD,low
0.83,0.91,three,155.0,3+,no,no,no,RandD,low
0.19,0.83,five,280.0,4+,no,no,no,RandD,low
0.8,0.81,five,248.0,2+,yes,no,no,RandD,low
0.49,0.67,two,190.0,8+,no,no,no,marketing,medium
0.92,0.99,three,176.0,8+,no,no,no,sales,medium
0.81,0.55,four,217.0,8+,no,no,no,accounting,medium
0.62,0.91,three,269.0,8+,no,no,no,support,medium
0.21,0.7,three,238.0,8+,no,no,no,technical,medium
0.95,0.74,five,243.0,6+,no,no,no,management,medium
0.51,0.8,four,198.0,6+,no,no,no,marketing,medium
0.52,0.89,three,188.0,6+,no,no,no,marketing,medium
0.64,0.56,three,257.0,6+,no,no,no,marketing,medium
0.62,0.79,four,268.0,6+,no,no,no,sales,medium
0.73,0.88,five,233.0,4+,yes,no,no,sales,medium
0.32,0.86,four,214.0,5+,no,no,no,sales,medium
0.78,0.96,two,285.0,3+,no,no,no,sales,high
0.65,0.91,four,224.0,2+,yes,no,no,sales,low
0.56,0.92,four,224.0,3+,no,no,no,sales,medium
0.96,0.89,three,142.0,4+,no,no,no,sales,medium
0.79,0.82,four,220.0,3+,no,no,no,sales,medium
0.66,0.58,four,244.0,3+,no,no,no,sales,medium
0.67,0.68,four,171.0,3+,no,no,no,sales,low
0.86,0.82,four,274.0,2+,yes,no,no,sales,low
0.57,,four,214.0,2+,yes,no,no,sales,low
0.86,0.87,five,171.0,2+,no,no,no,sales,low
0.52,0.59,five,150.0,2+,no,no,no,sales,low
0.73,0.61,four,260.0,2+,yes,no,no,sales,low
0.78,0.63,five,259.0,3+,no,no,no,sales,low
0.95,0.63,three,153.0,2+,no,no,no,sales,low
0.75,0.61,three,263.0,3+,no,no,no,sales,low
0.83,0.52,two,149.0,2+,yes,no,no,sales,low
0.48,1.0,four,261.0,3+,no,no,no,accounting,low
0.3,0.58,two,189.0,4+,yes,no,no,accounting,low
0.72,0.85,five,237.0,4+,no,no,no,accounting,low
0.61,0.52,three,224.0,3+,no,no,no,hr,low
0.31,0.87,six,240.0,3+,yes,no,no,hr,low
0.62,0.81,three,245.0,2+,yes,no,no,hr,low
0.48,0.49,three,268.0,3+,no,no,no,hr,low
0.97,0.89,four,208.0,2+,yes,no,no,technical,low
0.61,0.83,four,153.0,2+,no,no,no,technical,low
0.93,0.99,three,169.0,3+,no,no,no,technical,low
0.89,0.39,five,218.0,2+,no,no,no,technical,low
0.95,0.9,three,155.0,3+,no,no,no,technical,medium
0.36,0.44,five,155.0,3+,no,no,no,technical,medium
0.29,0.39,six,105.0,6+,no,no,no,technical,medium
0.65,0.83,four,251.0,2+,no,no,no,technical,medium
0.72,0.54,four,219.0,2+,no,no,no,technical,medium
0.51,0.56,four,198.0,2+,yes,no,no,technical,medium
0.54,0.53,four,158.0,2+,no,no,no,technical,medium
0.66,0.58,three,157.0,2+,no,no,no,support,medium
0.59,0.54,four,178.0,2+,no,no,no,support,medium
0.45,0.48,three,145.0,2+,no,no,no,support,medium
0.15,0.91,five,230.0,3+,no,no,no,support,medium
0.95,0.53,three,174.0,3+,no,no,no,support,medium
0.49,0.59,five,140.0,3+,no,no,no,support,high
0.68,0.97,three,174.0,2+,no,no,no,support,low
0.7,0.76,four,173.0,2+,no,no,no,support,medium
0.9,0.73,two,203.0,4+,no,no,no,support,medium
0.94,0.95,five,170.0,3+,no,no,no,support,medium
0.8,0.86,three,203.0,3+,no,no,no,support,medium
0.59,0.53,five,169.0,3+,no,no,no,technical,low
0.43,0.96,three,109.0,6+,no,no,no,technical,low
0.7,0.54,five,263.0,3+,no,no,no,technical,low
0.51,0.62,four,185.0,3+,no,no,no,management,low
0.12,0.49,four,191.0,5+,no,no,no,IT,low
0.14,0.56,five,259.0,4+,yes,no,no,IT,low
0.86,0.91,four,253.0,3+,no,no,no,IT,low
0.97,0.5,three,216.0,3+,no,no,no,IT,low
1.0,0.86,two,264.0,3+,no,no,no,IT,medium
0.49,0.63,three,181.0,3+,yes,no,no,product_mng,medium
0.9,0.93,three,209.0,3+,no,no,no,product_mng,medium
0.82,0.89,four,239.0,2+,no,no,no,product_mng,medium
0.59,0.48,three,197.0,3+,no,no,no,product_mng,medium
0.97,0.57,four,150.0,2+,no,no,no,IT,medium
0.69,0.88,three,164.0,10+,no,no,no,management,medium
0.73,0.84,three,216.0,8+,no,no,no,management,medium
0.48,0.74,two,271.0,8+,yes,no,no,management,medium
0.94,0.49,four,176.0,8+,no,no,no,management,medium
0.74,0.73,three,156.0,8+,no,no,no,management,medium
0.65,0.63,four,143.0,8+,no,no,no,management,medium
0.93,0.94,four,233.0,6+,no,no,no,IT,medium
0.57,0.67,three,138.0,6+,yes,no,no,IT,medium
0.9,0.49,three,259.0,6+,no,no,no,IT,medium
0.55,0.86,four,169.0,6+,no,no,no,IT,medium
0.59,0.73,three,172.0,6+,no,no,no,product_mng,medium
0.72,0.98,four,156.0,3+,no,no,no,product_mng,medium
0.87,0.52,four,140.0,3+,no,no,no,product_mng,medium
0.86,0.82,four,212.0,2+,no,no,no,product_mng,medium
0.61,0.5,four,269.0,3+,no,no,no,IT,medium
0.45,0.63,five,111.0,5+,no,no,no,management,medium
0.51,0.63,four,198.0,2+,no,no,no,management,medium
0.87,0.92,four,263.0,3+,no,no,no,management,medium
0.29,0.38,five,191.0,5+,no,no,no,management,medium
0.57,0.64,three,188.0,3+,no,no,no,management,medium
0.69,0.83,four,252.0,3+,no,no,no,management,medium
0.61,0.9,two,142.0,3+,no,no,no,marketing,high
0.96,0.85,four,247.0,3+,no,no,no,sales,high
0.16,0.61,six,269.0,2+,no,no,no,accounting,high
0.96,0.82,four,244.0,3+,no,no,no,support,high
0.77,0.81,four,164.0,3+,no,no,no,technical,high
0.85,0.87,six,232.0,5+,no,no,no,management,high
0.37,0.49,three,177.0,3+,no,no,no,marketing,high
0.68,0.65,three,173.0,3+,yes,no,no,marketing,high
0.87,0.6,five,165.0,2+,yes,no,no,marketing,high
0.95,0.8,three,225.0,2+,no,no,no,sales,high
0.84,0.63,three,121.0,3+,yes,no,no,sales,low
0.44,0.51,two,219.0,4+,no,no,no,sales,low
0.94,0.73,four,204.0,2+,no,no,no,sales,low
0.85,0.94,five,235.0,4+,no,no,no,sales,low
0.75,0.51,two,215.0,2+,yes,no,no,,low
0.76,0.67,five,243.0,3+,no,no,no,sales,low
0.13,0.97,four,162.0,6+,no,no,no,sales,low
0.6,0.79,four,262.0,3+,no,no,no,sales,low
0.45,0.55,four,206.0,2+,no,no,no,sales,low
0.49,1.0,two,125.0,4+,yes,no,no,sales,low
0.19,0.36,three,167.0,5+,no,no,no,sales,low
0.68,0.89,five,218.0,5+,no,no,no,sales,low
0.53,0.91,five,181.0,3+,no,no,no,sales,low
1.0,0.77,five,269.0,3+,no,no,no,sales,low
0.99,0.86,three,167.0,2+,no,no,no,sales,low
0.29,0.75,six,271.0,10+,no,no,no,sales,medium
0.54,0.83,four,201.0,8+,yes,no,no,sales,medium
0.25,0.9,six,229.0,8+,no,no,no,sales,medium
0.71,0.76,four,148.0,8+,no,no,no,accounting,medium
0.96,0.84,three,147.0,8+,no,no,no,accounting,medium
0.8,0.9,four,211.0,8+,no,no,no,accounting,medium
0.82,0.87,five,145.0,6+,no,no,no,hr,medium
0.19,0.97,six,269.0,6+,no,no,no,hr,medium
0.43,0.74,four,129.0,6+,no,no,no,hr,medium
0.62,0.84,three,270.0,6+,no,no,no,hr,medium
0.75,0.85,three,250.0,6+,no,no,no,technical,medium
0.56,0.48,five,192.0,2+,yes,no,no,technical,medium
0.88,0.91,four,233.0,4+,no,no,no,technical,high
0.63,0.57,four,192.0,3+,no,no,no,technical,high
0.75,0.93,three,247.0,2+,no,no,no,technical,high
0.74,1.0,four,192.0,4+,no,no,no,technical,high
0.55,0.68,three,178.0,3+,yes,no,no,technical,high
0.87,0.55,four,197.0,3+,no,no,no,technical,high
0.13,0.9,five,264.0,6+,no,no,no,technical,high
0.33,0.64,two,274.0,3+,yes,no,no,technical,high
0.89,0.97,four,147.0,2+,no,no,no,technical,low
0.56,0.94,three,154.0,3+,yes,no,no,support,low
0.95,0.61,three,224.0,2+,yes,no,no,support,low
0.57,0.59,four,250.0,2+,no,no,no,support,low
0.72,0.53,three,179.0,3+,no,no,no,support,low
0.28,0.44,four,170.0,2+,no,no,no,support,low
0.54,0.61,four,118.0,5+,no,no,no,support,low
0.54,0.95,four,256.0,3+,no,no,no,support,low
0.99,0.8,three,209.0,2+,no,no,no,support,medium
0.37,0.69,two,146.0,3+,no,no,no,support,medium
0.77,0.87,three,275.0,4+,yes,no,no,support,medium
0.7,0.88,four,180.0,2+,no,no,no,support,medium
0.8,0.74,three,228.0,3+,no,no,no,technical,medium
0.52,0.63,three,204.0,3+,no,no,no,technical,medium
0.69,0.55,three,172.0,2+,no,no,no,technical,medium
0.6,0.62,five,274.0,3+,no,no,no,management,medium
0.74,0.64,three,136.0,2+,no,no,no,IT,medium
0.69,0.82,four,252.0,3+,yes,no,no,IT,medium
0.78,0.89,four,137.0,3+,no,no,no,IT,medium
0.77,0.75,four,191.0,3+,no,no,no,IT,medium
0.91,0.68,four,132.0,4+,no,no,no,IT,medium
0.54,0.68,six,249.0,5+,no,no,no,product_mng,medium
0.48,0.77,six,274.0,6+,no,no,no,product_mng,medium
0.55,0.96,three,194.0,3+,no,no,no,product_mng,medium
0.17,0.36,six,191.0,2+,no,no,no,product_mng,medium
0.77,0.83,five,216.0,4+,no,no,no,IT,medium
0.93,0.98,three,241.0,3+,no,no,no,IT,medium
0.65,0.91,four,243.0,5+,yes,no,no,IT,medium
0.67,0.52,four,207.0,3+,no,no,no,IT,medium
0.95,0.88,three,199.0,3+,no,no,no,IT,medium
0.61,0.97,six,286.0,4+,no,no,no,product_mng,medium
0.57,0.39,four,132.0,3+,no,no,no,product_mng,high
0.65,1.0,four,229.0,4+,no,no,no,product_mng,low
0.85,0.81,four,260.0,3+,no,no,no,product_mng,medium
0.61,0.96,three,214.0,2+,no,no,no,IT,medium
0.65,0.9,six,217.0,4+,yes,no,yes,RandD,medium
0.92,0.93,four,225.0,2+,no,no,yes,RandD,medium
0.37,0.41,two,113.0,3+,no,no,yes,RandD,medium
0.48,0.77,five,250.0,2+,no,no,yes,RandD,medium
0.82,0.91,five,271.0,2+,no,no,yes,RandD,medium
0.84,0.75,four,135.0,3+,no,no,yes,RandD,medium
0.57,0.46,two,100.0,6+,yes,no,yes,marketing,medium
0.8,0.75,four,224.0,3+,no,no,yes,sales,medium
0.49,0.91,four,134.0,4+,no,no,no,accounting,low
0.79,0.82,five,158.0,2+,no,no,no,support,low
0.48,0.67,three,183.0,2+,no,no,no,technical,low
0.28,0.89,four,97.0,6+,no,no,no,management,low
0.47,0.56,four,226.0,3+,no,no,no,marketing,low
0.91,0.6,four,235.0,4+,yes,no,no,marketing,low
0.75,0.6,four,186.0,10+,yes,no,no,marketing,low
0.61,0.89,three,242.0,10+,no,no,no,sales,high
0.47,0.79,three,284.0,10+,no,no,no,sales,low
0.22,0.7,two,274.0,10+,no,no,no,sales,high
0.5,0.48,four,130.0,10+,no,no,no,sales,high
0.56,0.87,three,146.0,10+,no,no,no,,low
0.84,0.85,four,207.0,10+,no,no,no,sales,low
0.69,0.72,four,210.0,2+,yes,no,no,,high
0.53,0.64,three,143.0,2+,no,no,no,sales,low
0.17,0.57,four,116.0,3+,no,no,no,sales,medium
0.48,0.71,two,162.0,3+,yes,no,no,sales,high
0.94,0.51,three,242.0,3+,no,no,no,sales,medium
0.77,0.89,four,153.0,7+,no,no,no,sales,medium
1.0,,five,194.0,7+,yes,no,no,sales,medium
0.49,0.65,four,233.0,7+,no,no,no,sales,medium
0.93,0.73,four,283.0,7+,no,no,no,sales,high
0.38,0.43,three,188.0,7+,no,no,no,sales,medium
0.6,0.54,four,182.0,6+,no,no,no,sales,medium
0.5,0.82,two,286.0,6+,no,no,no,sales,medium
0.97,0.55,five,212.0,6+,no,no,no,sales,high
0.93,0.95,five,176.0,6+,no,no,yes,accounting,medium
0.5,1.0,five,264.0,8+,no,no,yes,accounting,high
0.52,0.84,three,261.0,8+,no,no,yes,accounting,low
0.5,0.71,four,163.0,8+,no,no,yes,hr,medium
0.55,0.4,three,139.0,8+,no,no,yes,hr,medium
0.95,0.84,three,261.0,8+,yes,no,yes,hr,medium
0.48,0.42,two,275.0,6+,yes,no,yes,hr,medium
0.51,0.39,five,132.0,6+,yes,no,yes,technical,low
0.96,0.48,three,202.0,6+,no,no,no,technical,low
0.97,0.84,four,177.0,6+,no,no,no,technical,low
0.97,0.66,five,234.0,6+,no,no,no,technical,low
0.71,0.54,four,188.0,6+,no,no,no,technical,low
0.82,0.49,five,203.0,6+,no,no,no,technical,low
0.57,1.0,four,227.0,10+,no,no,no,technical,low
0.48,0.93,three,150.0,10+,no,no,no,technical,low
0.71,0.64,three,267.0,3+,no,no,no,technical,low
0.63,0.61,five,186.0,10+,no,no,no,technical,low
0.99,0.84,four,142.0,10+,no,no,no,technical,high
0.79,0.83,three,126.0,10+,yes,no,no,support,low
0.65,0.85,four,,10+,no,no,no,support,low
0.7,0.85,four,142.0,2+,no,no,no,support,low
0.99,0.94,four,167.0,4+,no,no,no,support,low
0.65,0.62,four,258.0,2+,no,no,no,support,high
0.92,0.85,three,207.0,2+,no,no,no,support,low
0.24,0.5,four,282.0,4+,yes,no,no,support,low
0.39,0.89,three,188.0,5+,no,no,no,support,low
0.82,0.85,three,214.0,2+,no,no,no,support,high
0.78,0.89,four,272.0,2+,no,no,no,support,low
0.62,0.79,three,259.0,3+,no,no,no,support,medium
0.6,0.61,five,191.0,2+,yes,no,no,technical,high
0.49,0.57,three,192.0,3+,no,no,no,technical,medium
0.82,0.82,three,164.0,3+,no,no,no,technical,high
0.48,0.81,four,149.0,2+,no,no,no,management,medium
0.69,0.56,four,149.0,3+,no,no,no,IT,medium
0.4,0.89,two,165.0,3+,no,no,no,IT,medium
0.72,0.8,three,222.0,3+,no,no,no,IT,medium
0.75,0.84,five,222.0,3+,yes,no,no,IT,medium
0.5,0.77,three,265.0,3+,no,no,no,IT,medium
0.78,0.5,five,247.0,4+,no,no,no,product_mng,medium
0.76,0.45,four,147.0,2+,no,no,no,product_mng,medium
0.94,0.52,three,273.0,3+,no,no,no,product_mng,high
0.24,0.94,six,144.0,4+,no,no,no,product_mng,low
0.99,0.66,three,181.0,2+,no,no,no,IT,medium
0.67,0.64,three,198.0,2+,yes,no,no,management,medium
0.76,0.57,five,255.0,4+,no,no,no,management,medium
0.76,0.77,four,169.0,10+,no,no,no,management,medium
0.55,0.64,four,201.0,10+,yes,no,no,management,medium
0.74,0.6,four,274.0,10+,yes,no,no,management,medium
0.81,0.85,four,134.0,10+,yes,no,no,management,medium
0.98,0.67,three,190.0,10+,no,no,no,IT,medium
0.98,0.98,four,170.0,10+,no,no,no,IT,medium
0.58,0.91,three,154.0,10+,no,no,no,product_mng,high
0.18,0.75,three,142.0,2+,no,no,no,product_mng,low
0.57,0.67,five,235.0,2+,no,no,no,product_mng,low
0.7,0.62,three,110.0,3+,no,no,no,product_mng,low
0.49,0.77,three,211.0,3+,no,no,no,IT,high
0.7,0.56,four,214.0,3+,no,no,yes,management,medium
0.16,0.93,five,210.0,7+,no,no,yes,management,medium
0.58,0.59,three,207.0,7+,no,no,yes,management,medium
0.66,0.57,four,161.0,7+,no,no,yes,management,medium
0.51,0.55,two,102.0,7+,no,no,yes,management,medium
0.48,0.84,four,186.0,7+,no,no,yes,management,medium
0.56,0.71,three,211.0,6+,no,no,yes,marketing,low
0.81,0.62,three,240.0,6+,no,no,yes,sales,low
0.57,0.7,four,237.0,6+,no,no,no,accounting,low
0.66,0.53,three,164.0,6+,no,no,no,support,low
0.22,0.91,six,222.0,8+,no,no,no,technical,low
0.96,0.71,three,205.0,8+,yes,no,no,management,medium
0.87,0.88,four,140.0,8+,no,no,no,marketing,medium
0.61,0.42,two,103.0,8+,no,no,no,marketing,medium
0.66,0.85,three,178.0,8+,yes,no,no,marketing,medium
0.9,0.51,four,137.0,6+,no,no,no,sales,medium
0.64,0.67,three,143.0,6+,no,no,no,sales,medium
0.76,0.82,four,170.0,6+,no,no,no,sales,medium
0.97,0.41,five,135.0,6+,no,no,no,sales,medium
0.69,0.76,three,174.0,6+,no,no,no,,medium
0.98,0.55,three,166.0,6+,yes,no,no,sales,medium
0.18,0.61,five,174.0,6+,no,no,no,sales,medium
0.62,0.91,three,251.0,10+,no,no,no,sales,medium
0.29,0.37,six,187.0,10+,yes,no,no,sales,high
0.87,0.48,five,170.0,3+,no,no,no,sales,low
0.91,0.64,three,241.0,10+,no,no,no,sales,medium
0.53,0.79,three,221.0,10+,yes,no,no,sales,medium
0.69,0.73,four,257.0,10+,yes,no,no,sales,medium
0.14,0.58,four,275.0,10+,no,no,no,sales,medium
0.7,0.77,four,245.0,2+,no,no,no,sales,low
0.77,0.75,six,246.0,6+,no,no,no,sales,low
0.77,0.76,six,263.0,6+,no,no,no,sales,low
0.76,0.99,three,133.0,4+,no,no,no,sales,low
0.66,0.49,four,157.0,3+,no,no,no,sales,low
0.5,0.95,three,198.0,4+,no,no,no,accounting,low
0.57,0.9,five,145.0,3+,no,no,no,accounting,low
0.97,0.62,six,118.0,2+,no,no,no,accounting,low
0.26,0.99,five,184.0,5+,no,no,no,hr,low
0.72,0.62,three,243.0,2+,yes,no,no,hr,low
0.83,0.93,three,247.0,2+,no,no,no,hr,low
0.55,0.4,three,158.0,3+,no,no,no,hr,low
0.77,0.74,five,243.0,2+,no,no,no,technical,low
0.24,0.63,four,203.0,5+,no,no,no,technical,low
0.8,0.96,three,161.0,3+,no,no,no,technical,low
0.5,0.59,four,214.0,3+,yes,no,no,technical,low
0.66,0.59,four,179.0,3+,no,no,no,technical,low
0.66,0.77,four,188.0,2+,no,no,no,technical,low
0.66,0.81,three,174.0,3+,no,no,no,technical,low
0.96,0.83,three,177.0,4+,no,no,no,technical,low
0.75,0.94,five,194.0,4+,no,no,no,technical,low
0.78,0.77,three,244.0,2+,no,no,no,technical,medium
0.57,0.82,four,269.0,2+,no,no,no,technical,medium
0.78,0.68,two,159.0,3+,yes,no,no,support,medium
0.57,0.88,four,140.0,2+,no,no,no,support,medium
0.84,0.56,five,224.0,2+,no,no,no,support,medium
0.23,0.94,five,242.0,4+,no,no,no,support,medium
0.53,0.37,three,180.0,3+,no,no,no,support,medium
0.82,0.71,three,150.0,3+,no,no,no,support,medium
0.59,0.64,five,269.0,3+,no,no,no,support,medium
0.5,0.52,two,178.0,2+,no,no,no,support,medium
1.0,0.74,two,187.0,3+,no,no,no,support,medium
0.94,0.61,three,140.0,2+,no,no,no,support,medium
0.86,0.61,four,193.0,2+,no,no,no,support,high
0.73,0.49,four,243.0,2+,no,no,no,technical,low
0.49,0.94,three,144.0,3+,yes,no,no,technical,medium
0.79,0.73,two,147.0,2+,no,no,no,technical,medium
0.83,0.5,six,165.0,3+,no,no,no,management,medium
0.85,0.67,three,176.0,2+,no,no,no,IT,medium
0.65,0.37,three,170.0,6+,no,no,no,IT,low
0.94,0.65,four,213.0,2+,yes,no,no,IT,low
0.76,0.81,four,242.0,2+,no,no,no,IT,low
0.77,0.54,four,139.0,3+,yes,no,no,IT,low
0.77,0.91,four,239.0,3+,yes,no,no,product_mng,low
0.59,0.64,five,123.0,2+,no,no,no,product_mng,low
0.69,0.9,three,185.0,4+,no,no,no,product_mng,low
0.51,0.85,four,186.0,2+,no,no,no,product_mng,low
0.8,0.67,three,178.0,3+,no,no,no,IT,low
0.98,0.7,three,153.0,10+,no,no,no,management,high
0.69,0.72,four,185.0,10+,yes,no,no,management,high
0.14,0.76,four,142.0,10+,no,no,no,management,high
0.95,0.9,four,221.0,10+,yes,no,no,management,high
0.53,0.61,three,148.0,10+,no,no,no,management,high
0.64,0.52,five,258.0,10+,yes,no,no,management,high
0.51,0.73,four,229.0,3+,no,no,no,sales,low
0.36,0.73,two,111.0,2+,no,no,no,sales,low
0.62,0.97,two,271.0,3+,no,no,no,sales,low
0.98,0.58,four,133.0,3+,no,no,no,sales,low
0.53,0.7,four,223.0,3+,no,no,no,sales,low
0.8,0.95,four,272.0,2+,no,no,no,sales,low
0.73,0.77,three,233.0,3+,no,no,no,sales,medium
0.82,0.8,three,162.0,3+,no,no,no,sales,medium
0.62,0.75,five,165.0,4+,no,no,no,sales,medium
0.87,0.48,five,242.0,3+,no,no,no,sales,medium
0.43,0.65,four,124.0,2+,no,no,no,sales,medium
0.57,0.6,two,163.0,3+,no,no,no,sales,medium
0.91,0.77,three,144.0,3+,no,no,no,sales,medium
0.75,0.59,five,149.0,4+,no,no,no,sales,medium
0.76,0.8,five,217.0,2+,no,no,no,sales,medium
0.85,0.49,four,139.0,2+,no,no,no,sales,medium
0.56,0.67,three,270.0,2+,no,no,no,,medium
0.86,0.84,three,177.0,3+,no,no,no,sales,medium
0.21,0.43,five,175.0,2+,yes,no,no,sales,high
0.94,0.59,three,151.0,2+,no,no,no,sales,low
0.98,0.74,three,185.0,3+,no,no,no,sales,medium
0.42,0.45,three,227.0,3+,no,no,no,sales,medium
0.98,0.89,four,218.0,2+,no,no,no,sales,medium
1.0,0.93,five,167.0,3+,no,no,no,sales,medium
0.95,0.52,three,183.0,2+,yes,no,no,sales,low
0.95,0.5,four,259.0,3+,no,no,no,sales,low
0.68,0.53,three,138.0,2+,yes,no,no,sales,low
0.64,0.38,five,122.0,4+,no,no,no,sales,low
0.24,0.62,six,225.0,6+,no,no,no,sales,low
0.37,,three,121.0,2+,no,no,no,sales,low
0.67,0.4,four,274.0,3+,no,no,no,,low
0.86,0.89,four,153.0,4+,no,no,no,sales,low
0.43,0.38,three,119.0,2+,no,no,no,sales,low
0.67,0.67,four,141.0,2+,yes,no,no,sales,low
0.92,0.6,four,161.0,3+,no,no,no,IT,low
0.43,0.46,two,186.0,2+,no,no,no,product_mng,low
0.52,0.8,three,252.0,4+,no,no,no,product_mng,low
0.16,0.42,three,182.0,3+,yes,no,no,product_mng,low
0.49,0.6,four,264.0,2+,yes,no,no,product_mng,low
0.37,0.63,four,167.0,3+,no,no,no,IT,low
0.98,0.68,five,171.0,3+,no,no,no,management,high
0.33,0.97,five,130.0,4+,no,no,no,management,high
0.14,0.79,five,271.0,4+,no,no,no,management,high
0.54,0.79,five,249.0,3+,yes,no,no,management,high
0.63,0.48,four,180.0,4+,no,no,no,management,high
0.55,0.69,four,220.0,3+,yes,no,no,management,high
0.84,0.53,three,210.0,4+,yes,no,no,marketing,medium
0.51,0.97,four,258.0,2+,no,no,no,sales,medium
0.15,0.75,three,150.0,4+,no,no,yes,accounting,medium
0.97,0.79,five,259.0,3+,no,no,yes,support,medium
0.67,0.69,three,231.0,3+,no,no,yes,technical,medium
0.48,0.67,four,220.0,3+,no,no,yes,management,medium
0.69,0.58,four,149.0,3+,no,no,yes,marketing,medium
0.6,0.62,three,238.0,4+,no,no,yes,marketing,medium
0.82,0.71,two,209.0,5+,no,no,yes,marketing,medium
0.86,0.95,four,149.0,3+,no,no,yes,sales,medium
0.69,0.59,four,264.0,3+,no,no,no,sales,medium
0.87,0.87,five,207.0,2+,no,no,no,sales,high
0.17,0.78,three,239.0,6+,no,no,no,sales,low
0.94,0.51,six,239.0,5+,no,no,no,sales,medium
0.5,1.0,four,258.0,3+,no,no,no,sales,medium
0.16,0.72,three,203.0,3+,no,no,no,sales,medium
0.89,0.99,two,258.0,3+,no,no,no,sales,medium
0.69,0.51,three,257.0,3+,yes,no,no,IT,low
0.5,0.51,five,134.0,3+,no,no,no,product_mng,low
0.16,0.46,six,240.0,2+,no,no,no,product_mng,low
0.75,0.99,two,237.0,5+,yes,no,no,product_mng,low
0.64,0.66,five,157.0,2+,no,no,no,product_mng,low
0.78,0.43,four,275.0,3+,no,no,no,IT,low
0.81,0.74,two,228.0,3+,no,no,no,management,high
0.55,0.58,three,254.0,2+,no,no,no,management,high
0.53,0.53,four,257.0,2+,no,no,no,management,high
0.69,0.73,three,231.0,2+,yes,no,no,management,high
0.8,0.53,three,217.0,3+,no,no,no,management,high
0.77,0.98,three,286.0,6+,no,no,no,management,high
0.84,0.8,four,236.0,3+,no,no,no,marketing,low
0.64,0.55,four,215.0,2+,no,no,no,sales,low
0.78,0.57,four,157.0,3+,no,no,no,accounting,low
0.67,0.7,three,149.0,3+,no,no,no,support,low
0.81,0.77,three,221.0,2+,no,no,no,technical,low
0.91,0.82,four,238.0,2+,no,no,no,management,low
0.75,0.89,six,250.0,2+,no,no,no,marketing,medium
0.78,0.96,three,202.0,4+,yes,no,no,marketing,medium
0.54,0.52,four,173.0,2+,no,no,no,marketing,medium
0.77,0.71,five,250.0,3+,yes,no,no,sales,medium
0.89,0.63,four,270.0,3+,yes,no,no,sales,medium
0.16,0.98,three,232.0,5+,no,no,no,sales,medium
0.77,0.99,four,260.0,3+,no,no,no,sales,medium
0.69,0.48,five,232.0,4+,no,no,no,sales,medium
0.61,0.81,four,134.0,3+,no,no,no,sales,medium
0.59,0.81,four,189.0,3+,no,no,no,sales,medium
